"Age.group" "Age.label" "Province" "Year" "Obs" "Pop"
3 "[45-50)" 21 2007 8 16817
4 "[50-55)" 21 2007 7 13971
5 "[55-60)" 21 2007 10 12566
6 "[60-65)" 21 2007 9 11703
7 "[65-70)" 21 2007 5 9870
8 "[70-75)" 21 2007 10 10801
9 "[75-80)" 21 2007 14 9376
10 "[80-85)" 21 2007 9 6479
11 "[85,85+)" 21 2007 19 5662
1 "[0-40)" 22 2007 0 47186
2 "[40-45)" 22 2007 0 8072
3 "[45-50)" 22 2007 6 7658
4 "[50-55)" 22 2007 0 6706
5 "[55-60)" 22 2007 3 5954
6 "[60-65)" 22 2007 1 5685
7 "[65-70)" 22 2007 0 4836
8 "[70-75)" 22 2007 4 5950
9 "[75-80)" 22 2007 2 6077
10 "[80-85)" 22 2007 6 4924
11 "[85,85+)" 22 2007 8 4706
1 "[0-40)" 23 2007 3 166318
2 "[40-45)" 23 2007 2 25452
3 "[45-50)" 23 2007 4 23155
4 "[50-55)" 23 2007 4 18314
5 "[55-60)" 23 2007 12 15575
6 "[60-65)" 23 2007 3 14835
7 "[65-70)" 23 2007 6 14996
8 "[70-75)" 23 2007 9 16892
9 "[75-80)" 23 2007 7 15533
10 "[80-85)" 23 2007 7 10671
11 "[85,85+)" 23 2007 4 8144
1 "[0-40)" 24 2007 2 101310
2 "[40-45)" 24 2007 9 18357
3 "[45-50)" 24 2007 2 18114
4 "[50-55)" 24 2007 8 15503
5 "[55-60)" 24 2007 6 13819
6 "[60-65)" 24 2007 6 13320
7 "[65-70)" 24 2007 7 12722
8 "[70-75)" 24 2007 9 16083
9 "[75-80)" 24 2007 13 15620
10 "[80-85)" 24 2007 7 12365
11 "[85,85+)" 24 2007 15 11119
1 "[0-40)" 25 2007 1 97125
2 "[40-45)" 25 2007 3 15314
3 "[45-50)" 25 2007 2 14406
4 "[50-55)" 25 2007 9 12253
5 "[55-60)" 25 2007 5 11285
6 "[60-65)" 25 2007 8 10263
7 "[65-70)" 25 2007 7 8502
8 "[70-75)" 25 2007 6 10138
9 "[75-80)" 25 2007 7 9753
10 "[80-85)" 25 2007 3 7753
11 "[85,85+)" 25 2007 15 7195
1 "[0-40)" 26 2007 1 72781
2 "[40-45)" 26 2007 1 11686
3 "[45-50)" 26 2007 2 11169
4 "[50-55)" 26 2007 1 9633
5 "[55-60)" 26 2007 6 8556
6 "[60-65)" 26 2007 3 7933
7 "[65-70)" 26 2007 4 6627
8 "[70-75)" 26 2007 0 7383
9 "[75-80)" 26 2007 7 7052
10 "[80-85)" 26 2007 4 5739
11 "[85,85+)" 26 2007 6 5046
1 "[0-40)" 27 2007 1 68587
2 "[40-45)" 27 2007 4 12414
3 "[45-50)" 27 2007 1 12346
4 "[50-55)" 27 2007 3 10836
5 "[55-60)" 27 2007 5 9973
6 "[60-65)" 27 2007 1 10288
7 "[65-70)" 27 2007 11 10330
8 "[70-75)" 27 2007 4 12638
9 "[75-80)" 27 2007 6 12157
10 "[80-85)" 27 2007 6 9907
11 "[85,85+)" 27 2007 11 9679
1 "[0-40)" 28 2007 35 1585442
2 "[40-45)" 28 2007 27 251886
3 "[45-50)" 28 2007 40 227403
4 "[50-55)" 28 2007 69 200016
5 "[55-60)" 28 2007 53 185470
6 "[60-65)" 28 2007 74 167150
7 "[65-70)" 28 2007 56 132104
8 "[70-75)" 28 2007 75 127847
9 "[75-80)" 28 2007 76 112527
10 "[80-85)" 28 2007 75 82893
11 "[85,85+)" 28 2007 128 74214
1 "[0-40)" 29 2007 3 404018
2 "[40-45)" 29 2007 22 61200
3 "[45-50)" 29 2007 14 53906
4 "[50-55)" 29 2007 8 46195
5 "[55-60)" 29 2007 19 41025
6 "[60-65)" 29 2007 11 38544
7 "[65-70)" 29 2007 15 32312
8 "[70-75)" 29 2007 21 30304
9 "[75-80)" 29 2007 17 25501
10 "[80-85)" 29 2007 18 17619
11 "[85,85+)" 29 2007 18 13390
1 "[0-40)" 30 2007 12 378116
2 "[40-45)" 30 2007 10 53369
3 "[45-50)" 30 2007 11 46259
4 "[50-55)" 30 2007 5 37782
5 "[55-60)" 30 2007 19 33440
6 "[60-65)" 30 2007 13 29964
7 "[65-70)" 30 2007 6 26484
8 "[70-75)" 30 2007 17 27065
9 "[75-80)" 30 2007 23 24197
10 "[80-85)" 30 2007 6 17293
11 "[85,85+)" 30 2007 24 12778
1 "[0-40)" 31 2007 3 143196
2 "[40-45)" 31 2007 2 23363
3 "[45-50)" 31 2007 2 21467
4 "[50-55)" 31 2007 6 18992
5 "[55-60)" 31 2007 7 17694
6 "[60-65)" 31 2007 8 16190
7 "[65-70)" 31 2007 8 12938
8 "[70-75)" 31 2007 4 13455
9 "[75-80)" 31 2007 11 12975
10 "[80-85)" 31 2007 16 10602
11 "[85,85+)" 31 2007 17 10390
1 "[0-40)" 32 2007 3 64833
2 "[40-45)" 32 2007 0 11169
3 "[45-50)" 32 2007 4 11247
4 "[50-55)" 32 2007 3 10049
5 "[55-60)" 32 2007 3 10200
6 "[60-65)" 32 2007 2 10813
7 "[65-70)" 32 2007 2 10259
8 "[70-75)" 32 2007 7 12419
9 "[75-80)" 32 2007 7 11545
10 "[80-85)" 32 2007 7 9293
11 "[85,85+)" 32 2007 5 9628
1 "[0-40)" 33 2007 11 222781
2 "[40-45)" 33 2007 4 40484
3 "[45-50)" 33 2007 10 42398
4 "[50-55)" 33 2007 19 40273
5 "[55-60)" 33 2007 17 37113
6 "[60-65)" 33 2007 12 33277
7 "[65-70)" 33 2007 18 26485
8 "[70-75)" 33 2007 29 32145
9 "[75-80)" 33 2007 23 31505
10 "[80-85)" 33 2007 29 24365
11 "[85,85+)" 33 2007 37 21428
1 "[0-40)" 34 2007 2 36228
2 "[40-45)" 34 2007 2 6537
3 "[45-50)" 34 2007 3 6744
4 "[50-55)" 34 2007 0 5812
5 "[55-60)" 34 2007 0 4885
6 "[60-65)" 34 2007 8 4453
7 "[65-70)" 34 2007 2 3789
8 "[70-75)" 34 2007 3 4863
9 "[75-80)" 34 2007 4 5189
10 "[80-85)" 34 2007 9 4307
11 "[85,85+)" 34 2007 9 4068
1 "[0-40)" 35 2007 7 290605
2 "[40-45)" 35 2007 8 44939
3 "[45-50)" 35 2007 7 37160
4 "[50-55)" 35 2007 13 30368
5 "[55-60)" 35 2007 15 26117
6 "[60-65)" 35 2007 5 22482
7 "[65-70)" 35 2007 15 18226
8 "[70-75)" 35 2007 17 17735
9 "[75-80)" 35 2007 11 13832
10 "[80-85)" 35 2007 15 8701
11 "[85,85+)" 35 2007 15 7228
1 "[0-40)" 36 2007 3 227451
2 "[40-45)" 36 2007 4 35026
3 "[45-50)" 36 2007 10 33724
4 "[50-55)" 36 2007 7 31100
5 "[55-60)" 36 2007 11 29064
6 "[60-65)" 36 2007 9 27326
7 "[65-70)" 36 2007 15 22320
8 "[70-75)" 36 2007 3 24692
9 "[75-80)" 36 2007 22 21644
10 "[80-85)" 36 2007 14 15864
11 "[85,85+)" 36 2007 16 15418
1 "[0-40)" 37 2007 0 75967
2 "[40-45)" 37 2007 4 13309
3 "[45-50)" 37 2007 4 12452
4 "[50-55)" 37 2007 3 10638
5 "[55-60)" 37 2007 2 9937
6 "[60-65)" 37 2007 2 9911
7 "[65-70)" 37 2007 1 9126
8 "[70-75)" 37 2007 6 10368
9 "[75-80)" 37 2007 5 10139
10 "[80-85)" 37 2007 6 8193
11 "[85,85+)" 37 2007 15 8102
1 "[0-40)" 38 2007 2 259408
2 "[40-45)" 38 2007 10 41348
3 "[45-50)" 38 2007 3 35312
4 "[50-55)" 38 2007 8 29848
5 "[55-60)" 38 2007 10 25892
6 "[60-65)" 38 2007 17 24435
7 "[65-70)" 38 2007 11 20560
8 "[70-75)" 38 2007 7 19747
9 "[75-80)" 38 2007 22 15527
10 "[80-85)" 38 2007 12 10254
11 "[85,85+)" 38 2007 25 8820
1 "[0-40)" 39 2007 3 131415
2 "[40-45)" 39 2007 0 21992
3 "[45-50)" 39 2007 2 21976
4 "[50-55)" 39 2007 7 19906
5 "[55-60)" 39 2007 4 17942
6 "[60-65)" 39 2007 1 15248
7 "[65-70)" 39 2007 3 12395
8 "[70-75)" 39 2007 6 14135
9 "[75-80)" 39 2007 3 13881
10 "[80-85)" 39 2007 5 10814
11 "[85,85+)" 39 2007 29 10124
1 "[0-40)" 40 2007 3 35494
2 "[40-45)" 40 2007 0 6090
3 "[45-50)" 40 2007 2 5395
4 "[50-55)" 40 2007 0 4363
5 "[55-60)" 40 2007 5 3834
6 "[60-65)" 40 2007 0 3752
7 "[65-70)" 40 2007 0 3611
8 "[70-75)" 40 2007 1 4342
9 "[75-80)" 40 2007 0 4443
10 "[80-85)" 40 2007 6 3541
11 "[85,85+)" 40 2007 6 3437
1 "[0-40)" 41 2007 16 490602
2 "[40-45)" 41 2007 15 72944
3 "[45-50)" 41 2007 11 63322
4 "[50-55)" 41 2007 24 54146
5 "[55-60)" 41 2007 22 48662
6 "[60-65)" 41 2007 33 46133
7 "[65-70)" 41 2007 18 37483
8 "[70-75)" 41 2007 17 37991
9 "[75-80)" 41 2007 31 33146
10 "[80-85)" 41 2007 31 22965
11 "[85,85+)" 41 2007 25 18491
1 "[0-40)" 42 2007 1 19164
2 "[40-45)" 42 2007 1 3336
3 "[45-50)" 42 2007 0 3161
4 "[50-55)" 42 2007 3 2539
5 "[55-60)" 42 2007 1 2275
6 "[60-65)" 42 2007 3 2237
7 "[65-70)" 42 2007 3 2260
8 "[70-75)" 42 2007 0 2825
9 "[75-80)" 42 2007 4 2876
10 "[80-85)" 42 2007 6 2422
11 "[85,85+)" 42 2007 5 2600
1 "[0-40)" 43 2007 1 189235
2 "[40-45)" 43 2007 2 27914
3 "[45-50)" 43 2007 9 25599
4 "[50-55)" 43 2007 4 22657
5 "[55-60)" 43 2007 4 20455
6 "[60-65)" 43 2007 5 18472
7 "[65-70)" 43 2007 7 14894
8 "[70-75)" 43 2007 5 15764
9 "[75-80)" 43 2007 7 14620
10 "[80-85)" 43 2007 8 11030
11 "[85,85+)" 43 2007 11 9980
1 "[0-40)" 44 2007 0 29848
2 "[40-45)" 44 2007 0 5119
3 "[45-50)" 44 2007 1 4781
4 "[50-55)" 44 2007 1 3995
5 "[55-60)" 44 2007 0 3515
6 "[60-65)" 44 2007 2 3446
7 "[65-70)" 44 2007 2 3272
8 "[70-75)" 44 2007 0 4410
9 "[75-80)" 44 2007 1 4496
10 "[80-85)" 44 2007 8 3565
11 "[85,85+)" 44 2007 15 3341
1 "[0-40)" 45 2007 6 157561
2 "[40-45)" 45 2007 8 23496
3 "[45-50)" 45 2007 0 20977
4 "[50-55)" 45 2007 6 17019
5 "[55-60)" 45 2007 3 15190
6 "[60-65)" 45 2007 10 14159
7 "[65-70)" 45 2007 6 12393
8 "[70-75)" 45 2007 5 14109
9 "[75-80)" 45 2007 11 13667
10 "[80-85)" 45 2007 14 10457
11 "[85,85+)" 45 2007 9 8959
1 "[0-40)" 46 2007 9 612545
2 "[40-45)" 46 2007 22 95916
3 "[45-50)" 46 2007 21 88516
4 "[50-55)" 46 2007 29 77065
5 "[55-60)" 46 2007 33 71063
6 "[60-65)" 46 2007 24 64885
7 "[65-70)" 46 2007 26 55829
8 "[70-75)" 46 2007 36 55380
9 "[75-80)" 46 2007 52 50174
10 "[80-85)" 46 2007 46 37057
11 "[85,85+)" 46 2007 43 29759
1 "[0-40)" 47 2007 6 120412
2 "[40-45)" 47 2007 2 20254
3 "[45-50)" 47 2007 5 19594
4 "[50-55)" 47 2007 12 17906
5 "[55-60)" 47 2007 3 17025
6 "[60-65)" 47 2007 12 15499
7 "[65-70)" 47 2007 10 12250
8 "[70-75)" 47 2007 12 12244
9 "[75-80)" 47 2007 8 11252
10 "[80-85)" 47 2007 4 8920
11 "[85,85+)" 47 2007 7 8059
1 "[0-40)" 48 2007 1 250698
2 "[40-45)" 48 2007 5 46510
3 "[45-50)" 48 2007 15 45594
4 "[50-55)" 48 2007 15 40703
5 "[55-60)" 48 2007 16 37775
6 "[60-65)" 48 2007 8 35002
7 "[65-70)" 48 2007 10 28821
8 "[70-75)" 48 2007 17 31583
9 "[75-80)" 48 2007 27 29126
10 "[80-85)" 48 2007 33 21545
11 "[85,85+)" 48 2007 37 18205
1 "[0-40)" 49 2007 1 38295
2 "[40-45)" 49 2007 0 6689
3 "[45-50)" 49 2007 4 6566
4 "[50-55)" 49 2007 0 5613
5 "[55-60)" 49 2007 3 5267
6 "[60-65)" 49 2007 5 5286
7 "[65-70)" 49 2007 8 5546
8 "[70-75)" 49 2007 2 7107
9 "[75-80)" 49 2007 0 6880
10 "[80-85)" 49 2007 2 5758
11 "[85,85+)" 49 2007 5 5592
1 "[0-40)" 50 2007 3 213373
2 "[40-45)" 50 2007 3 34938
3 "[45-50)" 50 2007 15 33491
4 "[50-55)" 50 2007 3 29970
5 "[55-60)" 50 2007 6 28264
6 "[60-65)" 50 2007 8 26248
7 "[65-70)" 50 2007 14 21763
8 "[70-75)" 50 2007 15 23768
9 "[75-80)" 50 2007 24 22726
10 "[80-85)" 50 2007 25 17795
11 "[85,85+)" 50 2007 31 16079
1 "[0-40)" 1 2008 3 70968
2 "[40-45)" 1 2008 0 12614
3 "[45-50)" 1 2008 1 12141
4 "[50-55)" 1 2008 2 10994
5 "[55-60)" 1 2008 3 10021
6 "[60-65)" 1 2008 0 9273
7 "[65-70)" 1 2008 4 7114
8 "[70-75)" 1 2008 1 6661
9 "[75-80)" 1 2008 9 6153
10 "[80-85)" 1 2008 4 4593
11 "[85,85+)" 1 2008 4 4381
1 "[0-40)" 2 2008 2 99056
2 "[40-45)" 2 2008 4 15461
3 "[45-50)" 2 2008 4 14163
4 "[50-55)" 2 2008 4 11342
5 "[55-60)" 2 2008 3 9671
6 "[60-65)" 2 2008 5 9108
7 "[65-70)" 2 2008 8 8541
8 "[70-75)" 2 2008 0 8933
9 "[75-80)" 2 2008 7 8814
10 "[80-85)" 2 2008 3 6648
11 "[85,85+)" 2 2008 8 5446
1 "[0-40)" 3 2008 5 471422
2 "[40-45)" 3 2008 14 71783
3 "[45-50)" 3 2008 18 65397
4 "[50-55)" 3 2008 11 57796
5 "[55-60)" 3 2008 18 53570
6 "[60-65)" 3 2008 20 51653
7 "[65-70)" 3 2008 19 43924
8 "[70-75)" 3 2008 21 38567
9 "[75-80)" 3 2008 27 33496
10 "[80-85)" 3 2008 19 24607
11 "[85,85+)" 3 2008 37 19237
1 "[0-40)" 4 2008 1 181986
2 "[40-45)" 4 2008 5 25643
3 "[45-50)" 4 2008 2 22573
4 "[50-55)" 4 2008 2 18484
5 "[55-60)" 4 2008 3 15928
6 "[60-65)" 4 2008 10 13770
7 "[65-70)" 4 2008 2 11194
8 "[70-75)" 4 2008 10 11621
9 "[75-80)" 4 2008 7 10231
10 "[80-85)" 4 2008 9 7278
11 "[85,85+)" 4 2008 6 5483
1 "[0-40)" 5 2008 0 35737
2 "[40-45)" 5 2008 0 6032
3 "[45-50)" 5 2008 1 5975
4 "[50-55)" 5 2008 0 4877
5 "[55-60)" 5 2008 5 4354
6 "[60-65)" 5 2008 5 4343
7 "[65-70)" 5 2008 5 4134
8 "[70-75)" 5 2008 3 4734
9 "[75-80)" 5 2008 2 5166
10 "[80-85)" 5 2008 1 4418
11 "[85,85+)" 5 2008 3 4397
1 "[0-40)" 6 2008 4 168180
2 "[40-45)" 6 2008 10 25992
3 "[45-50)" 6 2008 7 24066
4 "[50-55)" 6 2008 7 19324
5 "[55-60)" 6 2008 7 16907
6 "[60-65)" 6 2008 8 16309
7 "[65-70)" 6 2008 5 14496
8 "[70-75)" 6 2008 10 16579
9 "[75-80)" 6 2008 18 15947
10 "[80-85)" 6 2008 23 11815
11 "[85,85+)" 6 2008 14 10089
1 "[0-40)" 7 2008 1 278262
2 "[40-45)" 7 2008 2 42740
3 "[45-50)" 7 2008 7 37943
4 "[50-55)" 7 2008 5 32710
5 "[55-60)" 7 2008 11 28690
6 "[60-65)" 7 2008 12 25979
7 "[65-70)" 7 2008 5 20592
8 "[70-75)" 7 2008 12 18885
9 "[75-80)" 7 2008 9 16979
10 "[80-85)" 7 2008 12 13054
11 "[85,85+)" 7 2008 29 12061
1 "[0-40)" 8 2008 21 1309728
2 "[40-45)" 8 2008 28 209360
3 "[45-50)" 8 2008 60 193130
4 "[50-55)" 8 2008 58 176283
5 "[55-60)" 8 2008 51 163716
6 "[60-65)" 8 2008 68 154134
7 "[65-70)" 8 2008 54 123022
8 "[70-75)" 8 2008 74 120369
9 "[75-80)" 8 2008 117 112987
10 "[80-85)" 8 2008 91 86661
11 "[85,85+)" 8 2008 169 77375
1 "[0-40)" 9 2008 0 78893
2 "[40-45)" 9 2008 1 13795
3 "[45-50)" 9 2008 5 13299
4 "[50-55)" 9 2008 7 11877
5 "[55-60)" 9 2008 0 10372
6 "[60-65)" 9 2008 5 9823
7 "[65-70)" 9 2008 9 8201
8 "[70-75)" 9 2008 3 8947
9 "[75-80)" 9 2008 10 9586
10 "[80-85)" 9 2008 4 8046
11 "[85,85+)" 9 2008 26 7688
1 "[0-40)" 10 2008 1 93667
2 "[40-45)" 10 2008 3 15627
3 "[45-50)" 10 2008 8 15081
4 "[50-55)" 10 2008 3 12374
5 "[55-60)" 10 2008 5 10353
6 "[60-65)" 10 2008 4 10132
7 "[65-70)" 10 2008 0 9542
8 "[70-75)" 10 2008 5 11330
9 "[75-80)" 10 2008 11 11220
10 "[80-85)" 10 2008 2 8372
11 "[85,85+)" 10 2008 9 6900
1 "[0-40)" 11 2008 4 327190
2 "[40-45)" 11 2008 6 48240
3 "[45-50)" 11 2008 18 43548
4 "[50-55)" 11 2008 13 37359
5 "[55-60)" 11 2008 13 31703
6 "[60-65)" 11 2008 15 29137
7 "[65-70)" 11 2008 12 24474
8 "[70-75)" 11 2008 21 22659
9 "[75-80)" 11 2008 13 20214
10 "[80-85)" 11 2008 10 13419
11 "[85,85+)" 11 2008 15 10394
1 "[0-40)" 12 2008 3 149236
2 "[40-45)" 12 2008 1 22367
3 "[45-50)" 12 2008 5 20232
4 "[50-55)" 12 2008 0 17264
5 "[55-60)" 12 2008 3 15720
6 "[60-65)" 12 2008 6 14482
7 "[65-70)" 12 2008 7 12254
8 "[70-75)" 12 2008 6 12019
9 "[75-80)" 12 2008 4 11339
10 "[80-85)" 12 2008 17 8613
11 "[85,85+)" 12 2008 12 7663
1 "[0-40)" 13 2008 3 126047
2 "[40-45)" 13 2008 4 19461
3 "[45-50)" 13 2008 0 18462
4 "[50-55)" 13 2008 6 14832
5 "[55-60)" 13 2008 2 12972
6 "[60-65)" 13 2008 6 12343
7 "[65-70)" 13 2008 1 11257
8 "[70-75)" 13 2008 8 12689
9 "[75-80)" 13 2008 12 12665
10 "[80-85)" 13 2008 11 9676
11 "[85,85+)" 13 2008 12 8252
1 "[0-40)" 14 2008 4 198308
2 "[40-45)" 14 2008 3 31002
3 "[45-50)" 14 2008 6 28769
4 "[50-55)" 14 2008 10 24300
5 "[55-60)" 14 2008 9 19976
6 "[60-65)" 14 2008 5 19374
7 "[65-70)" 14 2008 14 17484
8 "[70-75)" 14 2008 8 18377
9 "[75-80)" 14 2008 20 17781
10 "[80-85)" 14 2008 11 13096
11 "[85,85+)" 14 2008 11 10682
1 "[0-40)" 15 2008 0 251678
2 "[40-45)" 15 2008 4 43544
3 "[45-50)" 15 2008 17 41408
4 "[50-55)" 15 2008 10 38540
5 "[55-60)" 15 2008 11 36429
6 "[60-65)" 15 2008 18 35957
7 "[65-70)" 15 2008 27 29945
8 "[70-75)" 15 2008 22 32423
9 "[75-80)" 15 2008 25 30250
10 "[80-85)" 15 2008 13 21880
11 "[85,85+)" 15 2008 30 21513
1 "[0-40)" 16 2008 0 47750
2 "[40-45)" 16 2008 2 7724
3 "[45-50)" 16 2008 1 7412
4 "[50-55)" 16 2008 3 5749
5 "[55-60)" 16 2008 0 5135
6 "[60-65)" 16 2008 0 4944
7 "[65-70)" 16 2008 3 5408
8 "[70-75)" 16 2008 3 6217
9 "[75-80)" 16 2008 3 6121
10 "[80-85)" 16 2008 5 4872
11 "[85,85+)" 16 2008 1 4436
1 "[0-40)" 17 2008 4 180609
2 "[40-45)" 17 2008 1 27373
3 "[45-50)" 17 2008 6 25460
4 "[50-55)" 17 2008 5 22159
5 "[55-60)" 17 2008 8 19414
6 "[60-65)" 17 2008 8 17105
7 "[65-70)" 17 2008 11 13844
8 "[70-75)" 17 2008 7 14110
9 "[75-80)" 17 2008 8 13704
10 "[80-85)" 17 2008 18 10721
11 "[85,85+)" 17 2008 14 10001
1 "[0-40)" 18 2008 2 234470
2 "[40-45)" 18 2008 4 35497
3 "[45-50)" 18 2008 2 32392
4 "[50-55)" 18 2008 3 26894
5 "[55-60)" 18 2008 11 22906
6 "[60-65)" 18 2008 9 21540
7 "[65-70)" 18 2008 7 18996
8 "[70-75)" 18 2008 5 20276
9 "[75-80)" 18 2008 12 18841
10 "[80-85)" 18 2008 11 13362
11 "[85,85+)" 18 2008 18 10140
1 "[0-40)" 19 2008 1 58953
2 "[40-45)" 19 2008 1 9238
3 "[45-50)" 19 2008 0 8090
4 "[50-55)" 19 2008 5 6646
5 "[55-60)" 19 2008 0 5354
6 "[60-65)" 19 2008 4 4601
7 "[65-70)" 19 2008 0 4014
8 "[70-75)" 19 2008 3 4414
9 "[75-80)" 19 2008 2 4494
10 "[80-85)" 19 2008 4 3667
11 "[85,85+)" 19 2008 6 3462
1 "[0-40)" 20 2008 1 153486
2 "[40-45)" 20 2008 2 27301
3 "[45-50)" 20 2008 7 26571
4 "[50-55)" 20 2008 16 24366
5 "[55-60)" 20 2008 6 22984
6 "[60-65)" 20 2008 9 22182
7 "[65-70)" 20 2008 11 17335
8 "[70-75)" 20 2008 12 17454
9 "[75-80)" 20 2008 15 16458
10 "[80-85)" 20 2008 5 12787
11 "[85,85+)" 20 2008 18 11744
1 "[0-40)" 21 2008 0 132707
2 "[40-45)" 21 2008 11 19156
3 "[45-50)" 21 2008 0 17341
4 "[50-55)" 21 2008 6 14688
5 "[55-60)" 21 2008 3 12632
6 "[60-65)" 21 2008 5 12069
7 "[65-70)" 21 2008 3 10133
8 "[70-75)" 21 2008 21 10301
9 "[75-80)" 21 2008 7 9684
10 "[80-85)" 21 2008 8 6640
11 "[85,85+)" 21 2008 6 5848
1 "[0-40)" 22 2008 0 47666
2 "[40-45)" 22 2008 0 8121
3 "[45-50)" 22 2008 0 7912
4 "[50-55)" 22 2008 3 6956
5 "[55-60)" 22 2008 3 6058
6 "[60-65)" 22 2008 10 5776
7 "[65-70)" 22 2008 0 4844
8 "[70-75)" 22 2008 1 5696
9 "[75-80)" 22 2008 6 6025
10 "[80-85)" 22 2008 7 4985
11 "[85,85+)" 22 2008 2 4865
1 "[0-40)" 23 2008 1 165052
2 "[40-45)" 23 2008 7 25480
3 "[45-50)" 23 2008 12 23939
4 "[50-55)" 23 2008 4 19149
5 "[55-60)" 23 2008 6 15845
6 "[60-65)" 23 2008 5 14983
7 "[65-70)" 23 2008 4 14555
8 "[70-75)" 23 2008 16 16612
9 "[75-80)" 23 2008 6 15604
10 "[80-85)" 23 2008 8 11113
11 "[85,85+)" 23 2008 14 8459
1 "[0-40)" 24 2008 3 100281
2 "[40-45)" 24 2008 1 18184
3 "[45-50)" 24 2008 3 18383
4 "[50-55)" 24 2008 9 16212
5 "[55-60)" 24 2008 5 13891
6 "[60-65)" 24 2008 3 13429
7 "[65-70)" 24 2008 7 12536
8 "[70-75)" 24 2008 6 15311
9 "[75-80)" 24 2008 10 15665
10 "[80-85)" 24 2008 14 12672
11 "[85,85+)" 24 2008 19 11660
1 "[0-40)" 25 2008 4 99341
2 "[40-45)" 25 2008 4 15533
3 "[45-50)" 25 2008 6 14924
4 "[50-55)" 25 2008 3 12677
5 "[55-60)" 25 2008 5 11452
6 "[60-65)" 25 2008 13 10521
7 "[65-70)" 25 2008 0 8721
8 "[70-75)" 25 2008 13 9691
9 "[75-80)" 25 2008 7 9753
10 "[80-85)" 25 2008 7 7881
11 "[85,85+)" 25 2008 15 7485
1 "[0-40)" 26 2008 0 73759
2 "[40-45)" 26 2008 5 11896
3 "[45-50)" 26 2008 5 11417
4 "[50-55)" 26 2008 1 10033
5 "[55-60)" 26 2008 6 8692
6 "[60-65)" 26 2008 5 8137
7 "[65-70)" 26 2008 4 6796
8 "[70-75)" 26 2008 8 7107
9 "[75-80)" 26 2008 4 7120
10 "[80-85)" 26 2008 5 5826
11 "[85,85+)" 26 2008 12 5316
1 "[0-40)" 27 2008 1 67889
2 "[40-45)" 27 2008 5 12414
3 "[45-50)" 27 2008 3 12499
4 "[50-55)" 27 2008 2 11174
5 "[55-60)" 27 2008 7 9961
6 "[60-65)" 27 2008 8 10245
7 "[65-70)" 27 2008 4 10244
8 "[70-75)" 27 2008 7 12072
9 "[75-80)" 27 2008 15 12199
10 "[80-85)" 27 2008 6 10016
11 "[85,85+)" 27 2008 9 9986
1 "[0-40)" 28 2008 24 1612456
2 "[40-45)" 28 2008 30 258749
3 "[45-50)" 28 2008 45 234694
4 "[50-55)" 28 2008 55 206730
5 "[55-60)" 28 2008 61 187265
6 "[60-65)" 28 2008 86 172710
7 "[65-70)" 28 2008 55 136833
8 "[70-75)" 28 2008 83 126904
9 "[75-80)" 28 2008 103 114783
10 "[80-85)" 28 2008 95 85761
11 "[85,85+)" 28 2008 128 77737
1 "[0-40)" 29 2008 4 411425
2 "[40-45)" 29 2008 27 62875
3 "[45-50)" 29 2008 9 56539
4 "[50-55)" 29 2008 9 48432
5 "[55-60)" 29 2008 18 42170
6 "[60-65)" 29 2008 21 39973
7 "[65-70)" 29 2008 16 33322
8 "[70-75)" 29 2008 16 30835
9 "[75-80)" 29 2008 14 26126
10 "[80-85)" 29 2008 26 18225
11 "[85,85+)" 29 2008 18 14127
1 "[0-40)" 30 2008 1 386482
2 "[40-45)" 30 2008 6 55453
3 "[45-50)" 30 2008 9 48336
4 "[50-55)" 30 2008 14 39846
5 "[55-60)" 30 2008 12 34371
6 "[60-65)" 30 2008 17 31158
7 "[65-70)" 30 2008 14 26734
8 "[70-75)" 30 2008 14 26809
9 "[75-80)" 30 2008 20 24560
10 "[80-85)" 30 2008 23 17944
11 "[85,85+)" 30 2008 24 13466
1 "[0-40)" 31 2008 1 144888
2 "[40-45)" 31 2008 0 23856
3 "[45-50)" 31 2008 5 22061
4 "[50-55)" 31 2008 7 19605
5 "[55-60)" 31 2008 3 17822
6 "[60-65)" 31 2008 7 16731
7 "[65-70)" 31 2008 4 13368
8 "[70-75)" 31 2008 7 13125
9 "[75-80)" 31 2008 12 13028
10 "[80-85)" 31 2008 6 10782
11 "[85,85+)" 31 2008 25 10833
1 "[0-40)" 32 2008 2 63926
2 "[40-45)" 32 2008 6 11266
3 "[45-50)" 32 2008 1 11353
4 "[50-55)" 32 2008 4 10223
5 "[55-60)" 32 2008 1 10148
6 "[60-65)" 32 2008 2 10674
7 "[65-70)" 32 2008 1 10329
8 "[70-75)" 32 2008 5 11777
9 "[75-80)" 32 2008 12 11675
10 "[80-85)" 32 2008 7 9317
11 "[85,85+)" 32 2008 8 9909
1 "[0-40)" 33 2008 4 220907
2 "[40-45)" 33 2008 3 40248
3 "[45-50)" 33 2008 12 42216
4 "[50-55)" 33 2008 31 41168
5 "[55-60)" 33 2008 22 37380
6 "[60-65)" 33 2008 15 34616
7 "[65-70)" 33 2008 12 26725
8 "[70-75)" 33 2008 13 30616
9 "[75-80)" 33 2008 23 31619
10 "[80-85)" 33 2008 35 24879
11 "[85,85+)" 33 2008 42 22286
1 "[0-40)" 34 2008 0 35799
2 "[40-45)" 34 2008 0 6443
3 "[45-50)" 34 2008 0 6742
4 "[50-55)" 34 2008 2 6056
