"Age.group" "Age.label" "Province" "Year" "Obs" "Pop"
1 "[0-40)" 24 1989 3 137402
2 "[40-45)" 24 1989 0 14173
3 "[45-50)" 24 1989 12 13513
4 "[50-55)" 24 1989 8 15674
5 "[55-60)" 24 1989 12 19015
6 "[60-65)" 24 1989 14 18116
7 "[65-70)" 24 1989 9 15903
8 "[70-75)" 24 1989 6 12513
9 "[75-80)" 24 1989 3 10659
10 "[80-85)" 24 1989 9 7028
11 "[85,85+)" 24 1989 1 4875
1 "[0-40)" 25 1989 1 91833
2 "[40-45)" 25 1989 0 10581
3 "[45-50)" 25 1989 2 8979
4 "[50-55)" 25 1989 10 9503
5 "[55-60)" 25 1989 10 11629
6 "[60-65)" 25 1989 13 11415
7 "[65-70)" 25 1989 7 10557
8 "[70-75)" 25 1989 5 8727
9 "[75-80)" 25 1989 2 7020
10 "[80-85)" 25 1989 5 4626
11 "[85,85+)" 25 1989 2 2839
1 "[0-40)" 26 1989 0 70541
2 "[40-45)" 26 1989 1 7936
3 "[45-50)" 26 1989 7 6980
4 "[50-55)" 26 1989 3 7119
5 "[55-60)" 26 1989 5 8222
6 "[60-65)" 26 1989 2 8084
7 "[65-70)" 26 1989 0 7307
8 "[70-75)" 26 1989 0 5810
9 "[75-80)" 26 1989 2 4927
10 "[80-85)" 26 1989 1 3412
11 "[85,85+)" 26 1989 2 2200
1 "[0-40)" 27 1989 0 89828
2 "[40-45)" 27 1989 0 10467
3 "[45-50)" 27 1989 3 10668
4 "[50-55)" 27 1989 2 12229
5 "[55-60)" 27 1989 7 14395
6 "[60-65)" 27 1989 9 14223
7 "[65-70)" 27 1989 4 13635
8 "[70-75)" 27 1989 6 11752
9 "[75-80)" 27 1989 1 9757
10 "[80-85)" 27 1989 11 6791
11 "[85,85+)" 27 1989 2 4706
1 "[0-40)" 28 1989 25 1476688
2 "[40-45)" 28 1989 42 173458
3 "[45-50)" 28 1989 44 146450
4 "[50-55)" 28 1989 64 139310
5 "[55-60)" 28 1989 80 142342
6 "[60-65)" 28 1989 82 127685
7 "[65-70)" 28 1989 68 107557
8 "[70-75)" 28 1989 64 85319
9 "[75-80)" 28 1989 57 70231
10 "[80-85)" 28 1989 43 46420
11 "[85,85+)" 28 1989 38 33284
1 "[0-40)" 29 1989 7 353968
2 "[40-45)" 29 1989 6 34439
3 "[45-50)" 29 1989 9 29777
4 "[50-55)" 29 1989 14 29910
5 "[55-60)" 29 1989 18 30174
6 "[60-65)" 29 1989 9 27555
7 "[65-70)" 29 1989 15 24024
8 "[70-75)" 29 1989 15 18344
9 "[75-80)" 29 1989 7 14911
10 "[80-85)" 29 1989 6 9338
11 "[85,85+)" 29 1989 2 5764
1 "[0-40)" 30 1989 5 318598
2 "[40-45)" 30 1989 5 29190
3 "[45-50)" 30 1989 10 25737
4 "[50-55)" 30 1989 16 27438
5 "[55-60)" 30 1989 12 28689
6 "[60-65)" 30 1989 16 27098
7 "[65-70)" 30 1989 15 22141
8 "[70-75)" 30 1989 14 16641
9 "[75-80)" 30 1989 11 13731
10 "[80-85)" 30 1989 13 9488
11 "[85,85+)" 30 1989 5 6496
1 "[0-40)" 31 1989 3 143706
2 "[40-45)" 31 1989 6 16707
3 "[45-50)" 31 1989 1 13987
4 "[50-55)" 31 1989 4 13395
5 "[55-60)" 31 1989 6 14777
6 "[60-65)" 31 1989 14 14487
7 "[65-70)" 31 1989 8 13305
8 "[70-75)" 31 1989 15 11044
9 "[75-80)" 31 1989 10 9323
10 "[80-85)" 31 1989 3 6226
11 "[85,85+)" 31 1989 8 4282
1 "[0-40)" 32 1989 4 85225
2 "[40-45)" 32 1989 3 10835
3 "[45-50)" 32 1989 7 10416
4 "[50-55)" 32 1989 4 11536
5 "[55-60)" 32 1989 6 13646
6 "[60-65)" 32 1989 3 13137
7 "[65-70)" 32 1989 4 12621
8 "[70-75)" 32 1989 9 11216
9 "[75-80)" 32 1989 4 9578
10 "[80-85)" 32 1989 6 6654
11 "[85,85+)" 32 1989 6 4523
1 "[0-40)" 33 1989 6 293692
2 "[40-45)" 33 1989 5 36324
3 "[45-50)" 33 1989 8 28875
4 "[50-55)" 33 1989 28 31852
5 "[55-60)" 33 1989 36 37798
6 "[60-65)" 33 1989 14 36326
7 "[65-70)" 33 1989 19 32356
8 "[70-75)" 33 1989 27 25984
9 "[75-80)" 33 1989 15 21923
10 "[80-85)" 33 1989 23 15036
11 "[85,85+)" 33 1989 12 10237
1 "[0-40)" 34 1989 1 49487
2 "[40-45)" 34 1989 0 4855
3 "[45-50)" 34 1989 0 4322
4 "[50-55)" 34 1989 1 4631
5 "[55-60)" 34 1989 9 6057
6 "[60-65)" 34 1989 4 6241
7 "[65-70)" 34 1989 5 5646
8 "[70-75)" 34 1989 9 4511
9 "[75-80)" 34 1989 2 3909
10 "[80-85)" 34 1989 0 2705
11 "[85,85+)" 34 1989 1 1948
1 "[0-40)" 35 1989 6 251662
2 "[40-45)" 35 1989 7 22018
3 "[45-50)" 35 1989 13 18751
4 "[50-55)" 35 1989 13 18374
5 "[55-60)" 35 1989 14 18272
6 "[60-65)" 35 1989 17 14415
7 "[65-70)" 35 1989 19 11505
8 "[70-75)" 35 1989 12 9299
9 "[75-80)" 35 1989 11 7391
10 "[80-85)" 35 1989 1 4843
11 "[85,85+)" 35 1989 4 3280
1 "[0-40)" 36 1989 10 263068
2 "[40-45)" 36 1989 3 29143
3 "[45-50)" 36 1989 10 24708
4 "[50-55)" 36 1989 2 25452
5 "[55-60)" 36 1989 22 26881
6 "[60-65)" 36 1989 12 23705
7 "[65-70)" 36 1989 7 21494
8 "[70-75)" 36 1989 14 18275
9 "[75-80)" 36 1989 13 15443
10 "[80-85)" 36 1989 6 10459
11 "[85,85+)" 36 1989 10 7170
1 "[0-40)" 37 1989 1 94961
2 "[40-45)" 37 1989 5 9740
3 "[45-50)" 37 1989 2 9350
4 "[50-55)" 37 1989 3 10299
5 "[55-60)" 37 1989 7 11790
6 "[60-65)" 37 1989 5 11577
7 "[65-70)" 37 1989 3 10661
8 "[70-75)" 37 1989 1 8799
9 "[75-80)" 37 1989 2 7832
10 "[80-85)" 37 1989 0 5480
11 "[85,85+)" 37 1989 0 4048
1 "[0-40)" 38 1989 8 227783
2 "[40-45)" 38 1989 7 21311
3 "[45-50)" 38 1989 7 19274
4 "[50-55)" 38 1989 8 18904
5 "[55-60)" 38 1989 14 19080
6 "[60-65)" 38 1989 6 15735
7 "[65-70)" 38 1989 7 12847
8 "[70-75)" 38 1989 3 10742
9 "[75-80)" 38 1989 16 8964
10 "[80-85)" 38 1989 10 5804
11 "[85,85+)" 38 1989 7 3661
1 "[0-40)" 39 1989 5 148544
2 "[40-45)" 39 1989 3 16235
3 "[45-50)" 39 1989 5 13045
4 "[50-55)" 39 1989 4 13745
5 "[55-60)" 39 1989 17 16105
6 "[60-65)" 39 1989 11 15613
7 "[65-70)" 39 1989 7 13725
8 "[70-75)" 39 1989 8 11433
9 "[75-80)" 39 1989 1 9632
10 "[80-85)" 39 1989 8 6559
11 "[85,85+)" 39 1989 5 4720
1 "[0-40)" 40 1989 0 37793
2 "[40-45)" 40 1989 1 3652
3 "[45-50)" 40 1989 0 3525
4 "[50-55)" 40 1989 0 4131
5 "[55-60)" 40 1989 5 4989
6 "[60-65)" 40 1989 3 5039
7 "[65-70)" 40 1989 0 4392
8 "[70-75)" 40 1989 1 3560
9 "[75-80)" 40 1989 6 3139
10 "[80-85)" 40 1989 2 2240
11 "[85,85+)" 40 1989 0 1688
1 "[0-40)" 41 1989 12 500997
2 "[40-45)" 41 1989 10 46909
3 "[45-50)" 41 1989 8 41518
4 "[50-55)" 41 1989 19 40295
5 "[55-60)" 41 1989 27 42712
6 "[60-65)" 41 1989 23 38275
7 "[65-70)" 41 1989 33 33598
8 "[70-75)" 41 1989 18 26699
9 "[75-80)" 41 1989 36 21536
10 "[80-85)" 41 1989 9 13689
11 "[85,85+)" 41 1989 10 8850
1 "[0-40)" 42 1989 0 22455
2 "[40-45)" 42 1989 0 2293
3 "[45-50)" 42 1989 1 2223
4 "[50-55)" 42 1989 3 2666
5 "[55-60)" 42 1989 1 3405
6 "[60-65)" 42 1989 0 3368
7 "[65-70)" 42 1989 1 3147
8 "[70-75)" 42 1989 0 2717
9 "[75-80)" 42 1989 1 2573
10 "[80-85)" 42 1989 0 1916
11 "[85,85+)" 42 1989 0 1396
1 "[0-40)" 43 1989 4 150233
2 "[40-45)" 43 1989 3 16745
3 "[45-50)" 43 1989 4 13968
4 "[50-55)" 43 1989 6 14008
5 "[55-60)" 43 1989 6 15886
6 "[60-65)" 43 1989 9 15555
7 "[65-70)" 43 1989 6 13916
8 "[70-75)" 43 1989 3 11332
9 "[75-80)" 43 1989 19 9309
10 "[80-85)" 43 1989 13 6334
11 "[85,85+)" 43 1989 2 4223
1 "[0-40)" 44 1989 1 33885
2 "[40-45)" 44 1989 3 3554
3 "[45-50)" 44 1989 2 3281
4 "[50-55)" 44 1989 0 4171
5 "[55-60)" 44 1989 2 5199
6 "[60-65)" 44 1989 0 5243
7 "[65-70)" 44 1989 2 4890
8 "[70-75)" 44 1989 4 4077
9 "[75-80)" 44 1989 9 3646
10 "[80-85)" 44 1989 1 2643
11 "[85,85+)" 44 1989 0 1911
1 "[0-40)" 45 1989 0 133568
2 "[40-45)" 45 1989 6 12957
3 "[45-50)" 45 1989 1 11786
4 "[50-55)" 45 1989 7 12966
5 "[55-60)" 45 1989 7 14999
6 "[60-65)" 45 1989 7 14776
7 "[65-70)" 45 1989 5 13369
8 "[70-75)" 45 1989 3 10684
9 "[75-80)" 45 1989 11 9305
10 "[80-85)" 45 1989 3 6205
11 "[85,85+)" 45 1989 8 4292
1 "[0-40)" 46 1989 17 612718
2 "[40-45)" 46 1989 9 66605
3 "[45-50)" 46 1989 14 59028
4 "[50-55)" 46 1989 32 58941
5 "[55-60)" 46 1989 48 62280
6 "[60-65)" 46 1989 51 59500
7 "[65-70)" 46 1989 29 52191
8 "[70-75)" 46 1989 34 41171
9 "[75-80)" 46 1989 31 33834
10 "[80-85)" 46 1989 30 21838
11 "[85,85+)" 46 1989 13 13555
1 "[0-40)" 47 1989 5 144291
2 "[40-45)" 47 1989 0 16423
3 "[45-50)" 47 1989 9 13911
4 "[50-55)" 47 1989 4 13172
5 "[55-60)" 47 1989 11 13644
6 "[60-65)" 47 1989 3 13050
7 "[65-70)" 47 1989 11 11120
8 "[70-75)" 47 1989 5 8798
9 "[75-80)" 47 1989 3 7651
10 "[80-85)" 47 1989 8 5305
11 "[85,85+)" 47 1989 5 3945
1 "[0-40)" 48 1989 5 332268
2 "[40-45)" 48 1989 5 39022
3 "[45-50)" 48 1989 17 33560
4 "[50-55)" 48 1989 14 34617
5 "[55-60)" 48 1989 29 37396
6 "[60-65)" 48 1989 13 33215
7 "[65-70)" 48 1989 12 26809
8 "[70-75)" 48 1989 12 20481
9 "[75-80)" 48 1989 22 17012
10 "[80-85)" 48 1989 11 11710
11 "[85,85+)" 48 1989 23 8332
1 "[0-40)" 49 1989 0 50731
2 "[40-45)" 49 1989 3 5311
3 "[45-50)" 49 1989 3 5478
4 "[50-55)" 49 1989 2 6631
5 "[55-60)" 49 1989 0 8113
6 "[60-65)" 49 1989 6 8037
7 "[65-70)" 49 1989 5 7295
8 "[70-75)" 49 1989 2 6358
9 "[75-80)" 49 1989 9 5586
10 "[80-85)" 49 1989 2 3754
11 "[85,85+)" 49 1989 4 2708
1 "[0-40)" 50 1989 8 222800
2 "[40-45)" 50 1989 7 26877
3 "[45-50)" 50 1989 5 23660
4 "[50-55)" 50 1989 8 24028
5 "[55-60)" 50 1989 19 27523
6 "[60-65)" 50 1989 19 26343
7 "[65-70)" 50 1989 25 24194
8 "[70-75)" 50 1989 20 19156
9 "[75-80)" 50 1989 31 15585
10 "[80-85)" 50 1989 8 10609
11 "[85,85+)" 50 1989 13 7409
1 "[0-40)" 1 1990 4 80101
2 "[40-45)" 1 1990 0 9647
3 "[45-50)" 1 1990 1 8200
4 "[50-55)" 1 1990 5 6991
5 "[55-60)" 1 1990 7 7411
6 "[60-65)" 1 1990 7 6451
7 "[65-70)" 1 1990 0 5541
8 "[70-75)" 1 1990 4 4323
9 "[75-80)" 1 1990 4 3639
10 "[80-85)" 1 1990 2 2480
11 "[85,85+)" 1 1990 5 1828
1 "[0-40)" 2 1990 4 98315
2 "[40-45)" 2 1990 2 8918
3 "[45-50)" 2 1990 4 8481
4 "[50-55)" 2 1990 3 8888
5 "[55-60)" 2 1990 0 10234
6 "[60-65)" 2 1990 0 10139
7 "[65-70)" 2 1990 6 8858
8 "[70-75)" 2 1990 5 6791
9 "[75-80)" 2 1990 0 5564
10 "[80-85)" 2 1990 1 3633
11 "[85,85+)" 2 1990 0 2485
1 "[0-40)" 3 1990 10 381882
2 "[40-45)" 3 1990 4 39281
3 "[45-50)" 3 1990 11 34778
4 "[50-55)" 3 1990 16 33280
5 "[55-60)" 3 1990 20 35748
6 "[60-65)" 3 1990 11 35179
7 "[65-70)" 3 1990 21 31933
8 "[70-75)" 3 1990 11 23685
9 "[75-80)" 3 1990 10 17815
10 "[80-85)" 3 1990 13 11996
11 "[85,85+)" 3 1990 11 8282
1 "[0-40)" 4 1990 2 141116
2 "[40-45)" 4 1990 7 12816
3 "[45-50)" 4 1990 2 10661
4 "[50-55)" 4 1990 4 10671
5 "[55-60)" 4 1990 4 12164
6 "[60-65)" 4 1990 5 11262
7 "[65-70)" 4 1990 3 9714
8 "[70-75)" 4 1990 4 7192
9 "[75-80)" 4 1990 5 6023
10 "[80-85)" 4 1990 7 4362
11 "[85,85+)" 4 1990 3 2899
1 "[0-40)" 5 1990 0 42988
2 "[40-45)" 5 1990 1 4360
3 "[45-50)" 5 1990 6 4175
4 "[50-55)" 5 1990 7 4501
5 "[55-60)" 5 1990 3 5676
6 "[60-65)" 5 1990 5 5989
7 "[65-70)" 5 1990 6 5898
8 "[70-75)" 5 1990 3 4572
9 "[75-80)" 5 1990 1 3982
10 "[80-85)" 5 1990 5 2825
11 "[85,85+)" 5 1990 1 2133
1 "[0-40)" 6 1990 4 186037
2 "[40-45)" 6 1990 9 16782
3 "[45-50)" 6 1990 1 15773
4 "[50-55)" 6 1990 9 16532
5 "[55-60)" 6 1990 17 19816
6 "[60-65)" 6 1990 8 18643
7 "[65-70)" 6 1990 18 17016
8 "[70-75)" 6 1990 6 13596
9 "[75-80)" 6 1990 12 11590
10 "[80-85)" 6 1990 2 8219
11 "[85,85+)" 6 1990 8 5579
1 "[0-40)" 7 1990 5 203426
2 "[40-45)" 7 1990 13 23063
3 "[45-50)" 7 1990 17 19756
4 "[50-55)" 7 1990 10 17671
5 "[55-60)" 7 1990 15 19192
6 "[60-65)" 7 1990 22 18569
7 "[65-70)" 7 1990 12 17208
8 "[70-75)" 7 1990 8 14440
9 "[75-80)" 7 1990 13 11947
10 "[80-85)" 7 1990 24 8310
11 "[85,85+)" 7 1990 11 5916
1 "[0-40)" 8 1990 45 1302288
2 "[40-45)" 8 1990 38 161616
3 "[45-50)" 8 1990 48 141461
4 "[50-55)" 8 1990 61 129579
5 "[55-60)" 8 1990 97 142473
6 "[60-65)" 8 1990 115 133171
7 "[65-70)" 8 1990 95 118344
8 "[70-75)" 8 1990 84 92495
9 "[75-80)" 8 1990 91 76287
10 "[80-85)" 8 1990 79 53175
11 "[85,85+)" 8 1990 66 38042
1 "[0-40)" 9 1990 0 92484
2 "[40-45)" 9 1990 0 10145
3 "[45-50)" 9 1990 1 9071
4 "[50-55)" 9 1990 3 8851
5 "[55-60)" 9 1990 4 10847
6 "[60-65)" 9 1990 2 11332
7 "[65-70)" 9 1990 2 10488
8 "[70-75)" 9 1990 3 8020
9 "[75-80)" 9 1990 12 6904
10 "[80-85)" 9 1990 2 4815
11 "[85,85+)" 9 1990 8 3447
1 "[0-40)" 10 1990 3 112537
2 "[40-45)" 10 1990 2 10107
3 "[45-50)" 10 1990 5 9965
4 "[50-55)" 10 1990 8 10804
5 "[55-60)" 10 1990 2 13635
6 "[60-65)" 10 1990 5 12937
7 "[65-70)" 10 1990 6 11565
8 "[70-75)" 10 1990 3 8962
9 "[75-80)" 10 1990 6 8069
10 "[80-85)" 10 1990 6 5837
11 "[85,85+)" 10 1990 5 3944
1 "[0-40)" 11 1990 8 349252
2 "[40-45)" 11 1990 10 30648
3 "[45-50)" 11 1990 14 27040
4 "[50-55)" 11 1990 10 25093
5 "[55-60)" 11 1990 17 26308
6 "[60-65)" 11 1990 6 22897
7 "[65-70)" 11 1990 11 19156
8 "[70-75)" 11 1990 6 15142
9 "[75-80)" 11 1990 8 11948
10 "[80-85)" 11 1990 8 7898
11 "[85,85+)" 11 1990 1 5098
1 "[0-40)" 12 1990 4 121931
2 "[40-45)" 12 1990 0 13662
3 "[45-50)" 12 1990 4 12565
4 "[50-55)" 12 1990 1 11676
5 "[55-60)" 12 1990 8 13310
6 "[60-65)" 12 1990 6 13043
7 "[65-70)" 12 1990 9 12293
8 "[70-75)" 12 1990 11 9747
9 "[75-80)" 12 1990 9 8275
10 "[80-85)" 12 1990 7 5734
11 "[85,85+)" 12 1990 5 3849
1 "[0-40)" 13 1990 0 132946
2 "[40-45)" 13 1990 5 12509
3 "[45-50)" 13 1990 3 11669
4 "[50-55)" 13 1990 12 12639
5 "[55-60)" 13 1990 3 14972
6 "[60-65)" 13 1990 7 14914
7 "[65-70)" 13 1990 4 13452
8 "[70-75)" 13 1990 9 11022
9 "[75-80)" 13 1990 9 9113
10 "[80-85)" 13 1990 2 5859
11 "[85,85+)" 13 1990 0 3882
1 "[0-40)" 14 1990 2 223246
2 "[40-45)" 14 1990 6 19914
3 "[45-50)" 14 1990 1 19210
4 "[50-55)" 14 1990 15 19122
5 "[55-60)" 14 1990 8 22111
6 "[60-65)" 14 1990 4 21172
7 "[65-70)" 14 1990 21 18553
8 "[70-75)" 14 1990 4 14867
9 "[75-80)" 14 1990 12 12528
10 "[80-85)" 14 1990 11 8619
11 "[85,85+)" 14 1990 6 5756
1 "[0-40)" 15 1990 6 298264
2 "[40-45)" 15 1990 11 36438
3 "[45-50)" 15 1990 7 33047
4 "[50-55)" 15 1990 14 31338
5 "[55-60)" 15 1990 19 36597
6 "[60-65)" 15 1990 5 32610
7 "[65-70)" 15 1990 22 28942
8 "[70-75)" 15 1990 14 25042
9 "[75-80)" 15 1990 14 20508
10 "[80-85)" 15 1990 24 14651
11 "[85,85+)" 15 1990 11 11267
1 "[0-40)" 16 1990 1 51035
2 "[40-45)" 16 1990 0 4782
3 "[45-50)" 16 1990 1 5068
4 "[50-55)" 16 1990 2 5836
5 "[55-60)" 16 1990 1 7055
6 "[60-65)" 16 1990 8 7246
7 "[65-70)" 16 1990 8 6746
8 "[70-75)" 16 1990 2 5473
9 "[75-80)" 16 1990 4 4726
10 "[80-85)" 16 1990 0 3256
11 "[85,85+)" 16 1990 2 2101
1 "[0-40)" 17 1990 0 140574
2 "[40-45)" 17 1990 2 15701
3 "[45-50)" 17 1990 5 13179
4 "[50-55)" 17 1990 6 12288
5 "[55-60)" 17 1990 8 15073
6 "[60-65)" 17 1990 9 14827
7 "[65-70)" 17 1990 19 13640
8 "[70-75)" 17 1990 6 10733
9 "[75-80)" 17 1990 7 9013
10 "[80-85)" 17 1990 4 6285
11 "[85,85+)" 17 1990 22 4142
1 "[0-40)" 18 1990 6 237546
2 "[40-45)" 18 1990 1 21489
3 "[45-50)" 18 1990 5 20031
4 "[50-55)" 18 1990 14 20387
5 "[55-60)" 18 1990 6 23504
6 "[60-65)" 18 1990 9 21811
7 "[65-70)" 18 1990 4 18829
8 "[70-75)" 18 1990 9 14484
9 "[75-80)" 18 1990 7 11692
10 "[80-85)" 18 1990 3 7783
11 "[85,85+)" 18 1990 4 5012
1 "[0-40)" 19 1990 0 37547
2 "[40-45)" 19 1990 1 3681
3 "[45-50)" 19 1990 6 3133
4 "[50-55)" 19 1990 3 3529
5 "[55-60)" 19 1990 2 4478
6 "[60-65)" 19 1990 2 4557
7 "[65-70)" 19 1990 0 4401
8 "[70-75)" 19 1990 2 3511
9 "[75-80)" 19 1990 0 3071
10 "[80-85)" 19 1990 0 2334
11 "[85,85+)" 19 1990 3 1670
1 "[0-40)" 20 1990 3 190285
2 "[40-45)" 20 1990 7 23666
3 "[45-50)" 20 1990 10 20697
4 "[50-55)" 20 1990 7 18413
5 "[55-60)" 20 1990 8 20596
6 "[60-65)" 20 1990 7 18760
7 "[65-70)" 20 1990 19 15945
8 "[70-75)" 20 1990 12 12784
9 "[75-80)" 20 1990 10 10707
10 "[80-85)" 20 1990 13 7491
11 "[85,85+)" 20 1990 6 5197
1 "[0-40)" 21 1990 4 132756
2 "[40-45)" 21 1990 1 12175
3 "[45-50)" 21 1990 3 11130
4 "[50-55)" 21 1990 8 10802
5 "[55-60)" 21 1990 8 12357
6 "[60-65)" 21 1990 2 11082
7 "[65-70)" 21 1990 4 10025
8 "[70-75)" 21 1990 9 8513
9 "[75-80)" 21 1990 7 7292
10 "[80-85)" 21 1990 4 4903
11 "[85,85+)" 21 1990 4 3189
1 "[0-40)" 22 1990 2 50611
2 "[40-45)" 22 1990 0 5693
3 "[45-50)" 22 1990 0 5279
4 "[50-55)" 22 1990 1 5273
5 "[55-60)" 22 1990 3 6867
6 "[60-65)" 22 1990 2 7186
7 "[65-70)" 22 1990 3 6908
8 "[70-75)" 22 1990 13 5483
9 "[75-80)" 22 1990 12 4629
10 "[80-85)" 22 1990 2 3192
11 "[85,85+)" 22 1990 3 2279
1 "[0-40)" 23 1990 0 187241
2 "[40-45)" 23 1990 3 16026
3 "[45-50)" 23 1990 1 15522
4 "[50-55)" 23 1990 6 16991
5 "[55-60)" 23 1990 4 19590
6 "[60-65)" 23 1990 3 18689
7 "[65-70)" 23 1990 2 15513
8 "[70-75)" 23 1990 5 12163
9 "[75-80)" 23 1990 8 9953
10 "[80-85)" 23 1990 12 6999
11 "[85,85+)" 23 1990 2 4534
1 "[0-40)" 24 1990 2 135881
2 "[40-45)" 24 1990 4 14186
3 "[45-50)" 24 1990 5 13635
4 "[50-55)" 24 1990 5 14673
5 "[55-60)" 24 1990 13 18784
6 "[60-65)" 24 1990 13 18286
7 "[65-70)" 24 1990 12 16436
8 "[70-75)" 24 1990 8 12828
9 "[75-80)" 24 1990 13 10784
10 "[80-85)" 24 1990 7 7243
11 "[85,85+)" 24 1990 9 5163
1 "[0-40)" 25 1990 0 91316
2 "[40-45)" 25 1990 2 10618
3 "[45-50)" 25 1990 4 9306
4 "[50-55)" 25 1990 7 8888
5 "[55-60)" 25 1990 6 11444
6 "[60-65)" 25 1990 5 11469
7 "[65-70)" 25 1990 10 10770
8 "[70-75)" 25 1990 5 8880
9 "[75-80)" 25 1990 11 7082
10 "[80-85)" 25 1990 12 4778
11 "[85,85+)" 25 1990 3 3063
1 "[0-40)" 26 1990 4 70104
2 "[40-45)" 26 1990 3 8003
3 "[45-50)" 26 1990 1 7248
4 "[50-55)" 26 1990 2 6780
5 "[55-60)" 26 1990 5 8181
6 "[60-65)" 26 1990 11 8087
7 "[65-70)" 26 1990 1 7536
8 "[70-75)" 26 1990 3 5952
9 "[75-80)" 26 1990 3 4984
10 "[80-85)" 26 1990 6 3533
11 "[85,85+)" 26 1990 2 2371
1 "[0-40)" 27 1990 1 88744
2 "[40-45)" 27 1990 1 10310
3 "[45-50)" 27 1990 8 10643
4 "[50-55)" 27 1990 5 11450
5 "[55-60)" 27 1990 10 14318
6 "[60-65)" 27 1990 2 14176
7 "[65-70)" 27 1990 9 13760
8 "[70-75)" 27 1990 1 11878
9 "[75-80)" 27 1990 7 9845
10 "[80-85)" 27 1990 4 7013
11 "[85,85+)" 27 1990 6 4942
1 "[0-40)" 28 1990 44 1467999
2 "[40-45)" 28 1990 30 175234
3 "[45-50)" 28 1990 57 153011
4 "[50-55)" 28 1990 50 136420
5 "[55-60)" 28 1990 74 143196
6 "[60-65)" 28 1990 73 130374
7 "[65-70)" 28 1990 68 110961
8 "[70-75)" 28 1990 56 86949
9 "[75-80)" 28 1990 60 71694
10 "[80-85)" 28 1990 70 48108
11 "[85,85+)" 28 1990 60 35209
1 "[0-40)" 29 1990 6 357290
2 "[40-45)" 29 1990 12 35067
3 "[45-50)" 29 1990 10 31124
4 "[50-55)" 29 1990 9 29330
5 "[55-60)" 29 1990 9 30515
6 "[60-65)" 29 1990 12 28216
7 "[65-70)" 29 1990 9 24808
8 "[70-75)" 29 1990 2 18918
9 "[75-80)" 29 1990 3 15104
10 "[80-85)" 29 1990 10 9662
11 "[85,85+)" 29 1990 5 6175
1 "[0-40)" 30 1990 8 319486
2 "[40-45)" 30 1990 11 29777
3 "[45-50)" 30 1990 13 26193
4 "[50-55)" 30 1990 7 26797
5 "[55-60)" 30 1990 15 28621
6 "[60-65)" 30 1990 17 27523
7 "[65-70)" 30 1990 12 23236
8 "[70-75)" 30 1990 21 17131
9 "[75-80)" 30 1990 6 13789
10 "[80-85)" 30 1990 13 9696
11 "[85,85+)" 30 1990 5 6789
1 "[0-40)" 31 1990 2 142359
2 "[40-45)" 31 1990 5 16888
3 "[45-50)" 31 1990 6 14637
4 "[50-55)" 31 1990 4 13003
5 "[55-60)" 31 1990 4 14647
6 "[60-65)" 31 1990 10 14538
7 "[65-70)" 31 1990 7 13595
8 "[70-75)" 31 1990 10 11284
9 "[75-80)" 31 1990 8 9471
10 "[80-85)" 31 1990 8 6497
11 "[85,85+)" 31 1990 3 4598
1 "[0-40)" 32 1990 5 82203
2 "[40-45)" 32 1990 1 10289
3 "[45-50)" 32 1990 1 10478
4 "[50-55)" 32 1990 5 10741
5 "[55-60)" 32 1990 6 13462
6 "[60-65)" 32 1990 6 13053
7 "[65-70)" 32 1990 5 12790
8 "[70-75)" 32 1990 13 11169
9 "[75-80)" 32 1990 9 9682
10 "[80-85)" 32 1990 5 6794
11 "[85,85+)" 32 1990 5 4763
1 "[0-40)" 33 1990 3 288955
2 "[40-45)" 33 1990 9 36742
3 "[45-50)" 33 1990 10 30387
4 "[50-55)" 33 1990 5 29753
5 "[55-60)" 33 1990 12 37269
6 "[60-65)" 33 1990 16 36583
7 "[65-70)" 33 1990 15 33249
8 "[70-75)" 33 1990 28 26498
9 "[75-80)" 33 1990 17 22049
10 "[80-85)" 33 1990 25 15432
11 "[85,85+)" 33 1990 12 11021
1 "[0-40)" 34 1990 0 48750
2 "[40-45)" 34 1990 0 4878
3 "[45-50)" 34 1990 0 4458
4 "[50-55)" 34 1990 2 4279
5 "[55-60)" 34 1990 2 5846
6 "[60-65)" 34 1990 4 6288
7 "[65-70)" 34 1990 6 5802
8 "[70-75)" 34 1990 0 4584
9 "[75-80)" 34 1990 3 3942
10 "[80-85)" 34 1990 5 2755
11 "[85,85+)" 34 1990 2 2077
1 "[0-40)" 35 1990 7 251877
2 "[40-45)" 35 1990 4 22401
3 "[45-50)" 35 1990 7 19378
4 "[50-55)" 35 1990 18 17821
5 "[55-60)" 35 1990 7 18757
6 "[60-65)" 35 1990 7 15012
7 "[65-70)" 35 1990 33 11939
8 "[70-75)" 35 1990 10 9349
9 "[75-80)" 35 1990 11 7556
10 "[80-85)" 35 1990 8 5047
11 "[85,85+)" 35 1990 6 3487
1 "[0-40)" 36 1990 9 261337
2 "[40-45)" 36 1990 7 29224
3 "[45-50)" 36 1990 13 25726
4 "[50-55)" 36 1990 9 24086
5 "[55-60)" 36 1990 12 27217
6 "[60-65)" 36 1990 11 24102
7 "[65-70)" 36 1990 16 21770
8 "[70-75)" 36 1990 22 18586
9 "[75-80)" 36 1990 12 15531
10 "[80-85)" 36 1990 7 10830
11 "[85,85+)" 36 1990 5 7666
1 "[0-40)" 37 1990 5 93727
2 "[40-45)" 37 1990 0 9819
